SurveyID,Country,Collector,Site Code,Site,Year,Lat,Lon,Date,Subregion,Habitat,Reef Zone,Depth,MPA,MPA Name,Zone Detail,Zone,Year Est,Year Man,MPA km2,% No Take,No Take km2,Enforcement,CCA,TA,M,MH,MI,FM,FMH,FMI,CM,CMH,CMI,LC,DT,DJ,DA,L,CO,T,H,HHRI,I,P,CSHRI,CS,DP,ANGE,BARR,BUTT,CHUB,DAMS,FILE,GRUN,JACK,PARR,PORC,PORG,SCOR,SEAB,SNAP,SURG,TRIG,WRAS,Ravg,Rmed,hii100km,hii75km,hii50km,hii25km,hii10km,Grav_tot,ReefArea10km,Chla.2003.2016,Chla,ACET,AMPH,BFMA,CAUL,CLAD,CMA,CODI,DICT,DSPH,FMA,GALA,GCMA,GELI,GFMA,HALI,HALM,HYPO,JANI,LAUR,LOBO,MA,MART,MICR,MUD,ND.HALI,PADI,PENI,RCMA,RFMA,RHIP,SARG,STYP,TURB,UDOT,VALO,WRAN,Acanthurus chirurgus,Acanthurus coeruleus,Acanthurus tractus,Centropyge argi,Kyphosus spp.,Melichthys niger,Scarus / Sparisoma,Scarus coelestinus,Scarus coeruleus,Scarus guacamaia,Scarus iseri,Scarus taeniopterus,Scarus vetula,Sparisoma atomarium,Sparisoma aurofrenatum,Sparisoma chrysopterum,Sparisoma rubripinne,Sparisoma viride
BZ11902006,Belize,HRI,BZ1190,Southwater Caye South Cut,2006,16.7042,-88.074,37444,Central Barrier Complex,Crest,Crest,1.6,No,Fished,Fished,Fished,NA,NA,NA,NA,NA,NA,34.2,42.3,7.5,1.3,13.9,1.8,0.9,1.8,5.7,1.8,12.1,7.4,0.12,0.12,0,0,0,3978,3224,2675,454,300,444,479,179,0,0,25,0,590,0,178,28,1537,0,0,0,9,435,1138,37,0,56,56,140582,65753,26129,182,NA,103,NA,478.1573401,519.4443588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.413,556.191,121.223,0,0,0,0,0,0,0,130.763,59.795,160.685,0,139.691,0,63.67,367.488
BZ11922006,Belize,HRI,BZ1192,Southwater Caye / Near Wee Wee Caye,2006,16.7574,-88.1442,37415,Central Barrier Complex,Crest,Crest,1.2,Yes,South Water Caye,General Use Zone,General Use Zone,1996,10,470,19,89,Inadequate,12.5,37.6,11.4,3.4,49.9,5.3,3.2,17.4,6.1,3.5,32.4,14,0.08,0,0.08,0.02,0,2962,1648,1475,1080,234,352,465,246,524,0,89,0,51,0,472,0,1234,0,0,0,1,351,241,0,0,64.2,64,160180,81504,35495,4777,14,NA,0.205625219,886.1801562,924.6357829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017,70.017,74.553,0,0,0,0,0,0,0,311.602,0,0,0,175.884,40.319,1.825,210.492
BZ11922009,Belize,HRI,BZ1192,Southwater Caye / Near Wee Wee Caye,2009,16.7574,-88.1442,38591,Central Barrier Complex,Crest,Crest,1.3,Yes,South Water Caye,General Use Zone,General Use Zone,1996,13,470,19,89,Inadequate,4.5,27.4,15.5,3,47.7,9.3,2.8,27.4,6.2,3.2,20.3,25.7,0.02,0.02,0,0,0,1792,1414,1370,246,133,134,174,82,97,41,3,0,25,0,119,4,792,0,0,0,1,133,578,0,0,76.3,66,160180,81504,35495,4777,14,NA,0.205625219,886.1801562,910.1188482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,308.455,38.493,0,0,0,0,0,0,0,154.752,0,0,0,196.277,0,27.7,96.587
BZ11922011,Belize,HRI,BZ1192,Southwater Caye / Near Wee Wee Caye,2011,16.7574,-88.1442,39403,Central Barrier Complex,Crest,Crest,2.9,Yes,South Water Caye,General Use Zone,General Use Zone,1996,15,470,19,89,Inadequate,2.8,20.7,8,3.6,32.1,1.3,0.8,1.8,6.7,3,24.9,30.7,0.1,0.02,0.08,0.02,0.02,7583,5159,5039,2116,308,393,621,1153,480,0,5,0,0,14,1430,28,3134,0,134,0,121,272,1905,0,60,23.8,26.7,160180,81504,35495,4777,14,NA,0.205625219,886.1801562,1029.323102,0,0,0,0,0,0,0,0.666666667,0,0.666666667,0,0,0,0,5.333333333,0,0,1.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315.268,311.76,515.943,0,0,0,0,0,0,0,685.394,95.425,0,10.898,321.769,345.879,94.661,326.32
BZ11922014,Belize,HRI,BZ1192,Southwater Caye / Near Wee Wee Caye,2014,16.7574,-88.1442,40458,Central Barrier Complex,Lagoon,Lagoon,2.2,Yes,South Water Caye,General Use Zone,General Use Zone,1996,18,470,19,89,Inadequate,6.8,34.7,9.5,4.3,30.7,1.5,1.2,1.8,8,4.8,28.3,18.3,0,0,0,0,0,2985,1338,1134,1050,597,416,472,161,864,307,49,0,0,0,186,30,771,0,0,0,0,416,363,0,0,25.9,24.55,160180,81504,35495,4777,14,NA,0.205625219,886.1801562,866.4965973,0,0,0,0,0,0.333333333,0,1.166666667,0,0.166666667,0,0,0,0,7,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,48.44,143.9525,25.115,0,0,0,0,0,0,0,32.9375,117.7525,0,0,43.80375,0,0,267.88625
BZ11922016,Belize,HRI,BZ1192,Southwater Caye / Near Wee Wee Caye,2016,16.7574,-88.1442,41264,Central Barrier Complex,Lagoon,Lagoon,2,Yes,South Water Caye,General Use Zone,General Use Zone,1996,20,470,19,89,Inadequate,3.8,24.2,6,NA,NA,2.7,0,0,3.3,0,0,30.7,0,0,0,0.02,0,2148,1723,1684,354,72,97,112,197,141,0,0,0,2,13,152,6,943,0,26,0,0,97,741,0,27,20.7,24.15,160180,81504,35495,4777,14,NA,0.488230581,886.1801562,911.0379613,0,0,0,1.166666667,0,0,0,1.333333333,0,0,0,0,0,0,2.666666667,0,0,0.666666667,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.6366667,386.2033333,0,0,0,0,0,0,0,408.7011111,0,0,0,90.85222222,31.71444444,0,97.64
BZ11942006,Belize,HRI,BZ1194,South of Curlew (sunken caye),2006,16.7649,-88.0761,37415,Central Barrier Complex,Fore reef,Fore reef,6.7,Yes,South Water Caye,General Use Zone,General Use Zone,1996,10,470,19,89,Inadequate,11,39.6,6.7,2.7,18.6,2.1,1.8,4.1,4.6,3.1,14.5,23.4,0,0,0,0,0.02,2526,1089,953,1274,162,278,400,186,759,0,166,0,60,0,309,0,617,0,0,0,216,62,336,0,0,67.9,69.5,143346,70242,28407,570,14,103,0.488230581,464.0322056,547.6846186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.523,99.409,101.992,0,0,0,0,0,0,0,151.567,4.116,0,0,120.208,0,0,94.354
BZ11942009,Belize,HRI,BZ1194,South of Curlew (sunken caye),2009,16.7649,-88.0761,38591,Central Barrier Complex,Fore reef,Fore reef,3.6,Yes,South Water Caye,General Use Zone,General Use Zone,1996,13,470,19,89,Inadequate,7,27.1,15.3,3.2,49.6,9.2,2.7,30.5,6.1,3.2,19.2,36.9,0,0,0,0,0,628,448,441,131,48,95,79,16,40,0,26,0,2,0,24,0,353,0,0,0,61,34,88,0,0,77,80,143346,70242,28407,570,14,103,0.494581507,464.0322056,432.8707606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14.99555556,43.63777778,0,0,0,0,0,0,0,77.00444444,0,0,0,94.90333333,0,0,63.25555556
BZ11942011,Belize,HRI,BZ1194,South of Curlew (sunken caye),2011,16.7649,-88.0761,39402,Central Barrier Complex,Fore reef,Fore reef,6.3,Yes,South Water Caye,General Use Zone,General Use Zone,1996,15,470,19,89,Moderate,13.8,11.3,23.2,3.4,69.9,13.2,2.7,29.9,10,3.9,40,32.5,0.1,0,0.1,0,0,6272,3157,3007,2405,710,1080,1350,1056,647,0,105,0,14,0,1078,0,2598,0,53,12,344,736,409,0,257,36.7,34.15,143346,70242,28407,570,14,103,0.494581507,464.0322056,507.5810267,0,0.333333333,0,0,0,0,0,4.333333333,0,3,0.166666667,0,0,0,7.666666667,0,0,1.833333333,0,4,0,0,0,0,0,0,0,0,0,0,1.833333333,0,0,0,0,0,0,147.107,98.412,0,0,0,0,0,0,0,118.048,58.577,0,13.017,456.94,219.934,31.835,660.665
BZ11942014,Belize,HRI,BZ1194,South of Curlew (sunken caye),2014,16.7649,-88.0761,40458,Central Barrier Complex,Fore reef,Fore reef,5.8,Yes,South Water Caye,General Use Zone,General Use Zone,1996,18,470,19,89,Moderate,13.2,14.3,26.7,5.2,90.1,20.5,5.4,65.1,6,6.4,45.2,29.5,0,0,0,0,0,1751,1133,1106,438,180,269,301,131,97,15,57,0,13,0,181,13,703,0,0,0,41,228,403,0,0,22.7,23.05,143346,70242,28407,570,14,103,0.494581507,464.0322056,507.9948552,0,0,0,0,0,0.166666667,0,8.166666667,0,0,0,0,0,0.833333333,5.833333333,0,0,0,0,3.833333333,0.166666667,0,0,0,0,0,0,0,0.166666667,0,6.333333333,1.166666667,0,0,0,0,28.982,144.646,68.33,0,0,0,0,0,0,0,44.168,138.957,0,0,8.428,0,0,230.407
BZ11942016,Belize,HRI,BZ1194,South of Curlew (sunken caye),2016,16.7649,-88.0761,41264,Central Barrier Complex,Fore reef,Fore reef,8,Yes,South Water Caye,General Use Zone,General Use Zone,1996,20,470,19,89,Moderate,11,10.5,19.2,NA,NA,13,NA,NA,6.2,NA,NA,34.5,0,0,0,0,0,1183,572,564,470,140,139,249,320,22,0,14,0,3,0,256,62,239,0,40,0,9,130,326,73,8,39.7,40,143346,70242,28407,570,14,103,0.494581507,464.0322056,466.1758652,0,0.5,0.166666667,0,0,0,0,5.166666667,0,0,0,0,0,0,5.166666667,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0.166666667,0,0,7.666666667,0,0,0,0,0,0,134.869,60.41,0,0,0,0,0,0,0,41.589,0,0,0,86.315,0,6.925,8.592
BZ11952006,Belize,HRI,BZ1195,Glovers Reef,2006,16.7645,-87.7674,37403,Glover's Reef,Crest,Crest,0.8,Yes,Glover's Reef,Conservation Zone,No Fishing Zone,1996,10,73,100,73,Moderate,16.9,17.3,61,6.9,420,60.8,6.9,419.3,0.2,2.9,0.7,4,0.73,0,0.73,0,0,2874,836,793,1727,310,453,1142,678,0,0,215,34,0,0,1350,28,661,0,0,0,12,441,132,0,0,41.9,39.3,73644,24510,124,4,4,NA,0.488230581,517.724595,441.3096072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017,64.207,14.948,0,20.469,0,0,0,0,0,26.908,0,0,0.656,7.278,114.17,95.505,152.02
BZ11972006,Belize,HRI,BZ1197,Glovers Reef,2006,16.8692,-87.7265,37402,Glover's Reef,Crest,Crest,0.8,Yes,Glover's Reef,General Use Zone,General Use Zone,1996,10,349,21,73,Moderate,0.2,70.6,2.2,2.4,6.8,1.6,2.5,5.2,0.5,2.6,1.6,5.8,1.12,0.17,0.95,0,0,159,47,47,77,35,26,97,12,3,0,0,0,0,0,55,28,26,0,0,0,9,17,21,0,0,32.6,31.8,70687,20969,568,4,NA,70,0.230073802,353.715396,331.4183006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.056666667,0,13.85666667,0,0,0,0,0,0,0,10.82888889,0,0,0,6.387777778,0,0,0
BZ11992006,Belize,HRI,BZ1199,Urchin Flat,2006,17.013,-88.0061,37457,Central Barrier Complex,Crest,Crest,1,No,Fished,Fished,Fished,NA,NA,NA,NA,NA,NA,0.1,62,7.2,3.6,28,6.2,3.8,25.4,1,2.3,2.6,3.4,1.18,0.03,1.15,0,0.07,1004,390,384,587,27,14,148,285,0,15,173,0,0,0,419,0,140,0,0,0,2,12,244,0,0,30,29.5,156857,79450,24297,710,36,88,19.33724321,978.5326769,1152.04141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,69.97,76.172,0,0,0,0,0,0,0,22.806,0,0,0,61.28,0,0,0
BZ12002006,Belize,HRI,BZ1200,Glovers Reef,2006,16.9057,-87.8004,37400,Glover's Reef,Patch,Patch,1.1,Yes,Glover's Reef,General Use Zone,General Use Zone,1996,10,349,21,73,Moderate,0.9,55.9,3.6,2.1,9.6,1.9,1.9,4.5,1.7,2.2,5.1,4,0,0,0,0,0,3065,2061,1814,828,175,317,438,141,0,0,408,233,2,0,289,1,794,0,0,0,69,248,1020,0,0,56.1,58.9,90609,33524,1999,8,NA,74,0.417444732,470.6524696,409.8347804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.331,432.749,161.105,0,139.845,0,0,0,0,0,268.188,9.966,0,0,64.507,0,0,133.937
BZ12012006,Belize,HRI,BZ1201,Algae Flat,2006,17.0255,-88.0035,37457,Central Barrier Complex,Crest,Crest,1,No,Fished,Fished,Fished,NA,NA,NA,NA,NA,NA,2.2,49.7,19.8,6.2,145.1,14.4,6.6,118.1,5.3,4.8,27,6.8,1.13,0,1.13,0,0.1,1343,748,731,545,49,89,145,116,20,0,332,0,0,0,163,0,88,0,0,0,0,89,643,9,0,38.5,35.5,157323,79920,24169,591,36,88,NA,978.5326769,1152.04141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,198.68,187.316,0,0,0,0,0,0,0,3.544,0,0,0,31.79,0,0,17.185
BZ12032006,Belize,HRI,BZ1203,Turneffe,2006,17.1784,-87.8837,37476,Turneffe,Crest,Crest,1.5,Yes,Turneffe Atoll Marine Reserve,General Use Zone,Fished,2012,0,0,0,0,NA,6.7,44.1,4.2,3.3,12.4,1.4,1.4,2.4,2.8,4,10,13.5,0.07,0.05,0.02,0,0,1090,579,546,397,114,141,237,236,0,0,32,0,34,0,319,15,434,0,0,0,13,128,112,0,1,67.2,65,136780,61098,10322,1130,372,75,0.481706469,338.7735025,410.6270663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.074,27.802,30.438,0,0,0,0,0,0,0,44.07,34.662,0,0,22.409,0,41.55,117.898
BZ12042006,Belize,HRI,BZ1204,Lighthouse,2006,17.1615,-87.6286,37466,Lighthouse reef,Fore reef,Fore reef,NA,No,Fished,Fished,Fished,NA,NA,NA,NA,NA,NA,10,56.3,14,3.9,54,8.9,3.3,31.6,5.1,4.4,22.4,5.1,0,0,0,0,0,1998,1799,1800,113,85,45,138,34,0,3,24,0,0,0,69,57,1064,0,0,0,0,45,736,0,0,61.5,61,65947,10299,2520,96,32,57,NA,281.0431361,287.6176338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.311,390.688,25.32,0,0,0,0,0,0,0,67.762,14.406,0,0,134.568,5.888,52.61,363.069
BZ12052006,Belize,HRI,BZ1205,Long Caye,2006,17.2864,-88.0627,37454,Central Barrier Complex,Bank,Bank,6.8,No,Fished,Fished,Fished,NA,NA,NA,NA,NA,NA,0.5,43.7,23.6,5.1,132.5,13.8,5.5,85.2,9.8,4.2,47.4,5.6,0,0,0,0,0.03,1316,118,113,699,499,179,429,216,20,117,0,0,0,0,617,260,39,0,0,0,47,132,74,9,1,63.8,62.5,200244,106981,41737,1626,46,NA,NA,831.5730748,1126.587237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.05,0,2.873333333,0,0,0,0,0,0,0,0,0,0,0,74.04,0,0,3.623333333
BZ12062006,Belize,HRI,BZ1206,Bully Bay,2006,17.251,-87.8386,37477,Turneffe,Crest,Crest,1,Yes,Turneffe Atoll Marine Reserve,General Use Zone,Fished,2012,0,0,0,0,NA,2.8,38.1,8.6,3.8,33.7,3.7,2,7.6,4.9,4.6,26.2,9,0.07,0.07,0,0,0,559,298,298,238,23,18,76,152,0,0,22,0,0,0,205,6,247,0,0,0,1,17,51,0,10,59.8,50.5,129510,53789,5549,1874,488,66,3.197788619,414.2662061,471.7643878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.578,18.474,10.614,0,0,0,0,0,0,2.712,35.768,0,0,0,71.236,21.279,13.85,3.261
BZ12062009,Belize,HRI,BZ1206,Bully Bay,2009,17.251,-87.8386,38554,Turneffe,Crest,Crest,1.4,Yes,Turneffe Atoll Marine Reserve,General Use Zone,Fished,2012,0,0,0,0,NA,10.7,39.6,11.5,3.1,42.5,6.2,4.3,18.9,5.3,4.5,23.7,14.7,0.42,0.02,0.4,0,0,592,352,351,198,42,62,72,132,0,0,37,0,0,0,141,1,293,0,0,0,0,62,58,0,0,69.4,57,129510,53789,5549,1874,488,66,3.197788619,414.2662061,450.9260686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14.897,20.204,0,0,0,0,0,0,0,53.028,12.348,0,0,40.218,0,52.125,18.271
BZ12062011,Belize,HRI,BZ1206,Bully Bay,2011,17.251,-87.8386,39399,Turneffe,Crest,Crest,2.8,Yes,Turneffe Atoll Marine Reserve,General Use Zone,Fished,2012,0,0,0,0,NA,7,21.3,20,1.5,45.3,15.8,1.3,29.8,4.2,2.3,15.5,15.2,0,0,0,0,0.02,2738,2261,2262,373,104,72,181,258,0,0,9,0,0,0,179,65,1259,0,50,0,28,44,1003,92,9,13.9,12.5,129510,53789,5549,1874,488,66,NA,414.2662061,456.5108096,0,0,0,0,0,1,0,8.333333333,0,6.5,0,0,0,0,2.666666667,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.413,321.321,274.866,0,0,0,0,0,0,0,54.377,99.808,0,0.077,47.295,103.291,269.443,180.896
BZ12062014,Belize,HRI,BZ1206,Bully Bay,2014,17.251,-87.8386,40387,Turneffe,Crest,Crest,1.7,Yes,Turneffe Atoll Marine Reserve,General Use Zone,General Use Zone,2012,2,1176,13,153,Inadequate,7.5,27.3,28.2,2,68.3,15.1,1.8,55.8,13.1,2.2,12.5,16,0.17,0.05,0.12,0,0,2240,1309,1307,722,209,320,419,492,0,0,14,0,5,0,563,0,351,0,0,2,0,320,956,28,1,6.7,3.75,129510,53789,5549,1874,488,66,NA,414.2662061,398.463946,0,0,0.666666667,0,0,0,0,8.333333333,0,0.833333333,0,1.833333333,0,1.166666667,6.5,0,0,0.166666667,0,1.5,0,0,0,0,0,0,0,4.5,0.333333333,0,0.333333333,0.833333333,1.166666667,0,0,0,42.246,211.087,320.431,0,0,0,0,0,0,0,58.698,2.058,0,0,5.553,12.498,123.205,8.592
BZ12082006,Belize,HRI,BZ1208,South Point Wreck Site,2006,17.1532,-87.5999,37468,Lighthouse reef,Crest,Crest,NA,No,Fished,Fished,Fished,NA,NA,NA,NA,NA,NA,4.6,72,6.1,2.5,14.8,3.7,2.5,9.2,2.5,2.4,5.6,8.7,0.75,0.13,0.62,0,0,2830,757,754,1163,910,1222,1374,404,18,123,158,0,0,0,549,6,161,0,0,0,9,1213,593,0,1,59.7,59,58247,6312,2506,32,32,NA,0.064291449,281.0431361,287.6176338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228.7411111,164.8477778,1.945555556,0,0,0,0,0,0,0,7.875555556,0,0,0,55.08111111,0,0,44.11111111
BZ12082009,Belize,HRI,BZ1208,South Point Wreck Site,2009,17.1532,-87.5999,38568,Lighthouse reef,Crest,Crest,1.5,No,Fished,Fished,Fished,NA,NA,NA,NA,NA,NA,12.6,40.7,8.2,5.6,47.2,6.4,5.5,36.8,1.8,5.5,10.5,13.8,0,NA,NA,NA,NA,2454,986,985,991,477,500,764,518,18,117,42,0,0,0,746,45,689,0,0,0,9,491,296,0,0,71.7,73,58247,6312,2506,32,32,NA,0.18654106,281.0431361,277.6884117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,95.965,81.903,0,0,0,0,0,0,0,116.556,0,0,0,277.537,0,0,19.359
BZ12082011,Belize,HRI,BZ1208,South Point Wreck Site,2011,17.1532,-87.5999,39421,Lighthouse reef,Crest,Crest,1.1,No,Fished,Fished,Fished,NA,NA,NA,NA,NA,NA,4.3,52.8,13.8,1.2,32.2,9.8,3.1,46.4,4,0.2,3.2,7.7,1.3,0.05,1.25,0.03,0,3493,2138,2138,671,683,1059,1100,219,0,0,33,0,0,0,207,0,1823,0,0,0,2,1057,315,37,18,29.3,31.65,58247,6312,2506,32,32,NA,0.18654106,281.0431361,280.4260635,0,0,0,0,0,0,0,3.166666667,0,4.833333333,0,0,0,0,0.333333333,0,0,3.666666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.833333333,0,0,0,27.064,128.703,33.156,0,0,0,0,0,0,0,57.635,0,0,0,0,28.543,0,1007.836
BZ12082013,Belize,HRI,BZ1208,South Point Wreck Site,2013,17.1532,-87.5999,40117,Lighthouse reef,Lagoon,Lagoon,1,No,Fished,Fished,Fished,NA,NA,NA,NA,NA,NA,0,56,10.3,4.7,54.7,7.8,5.2,48.2,2.5,2.8,6.5,13.2,0.82,0.05,0.77,0,0.02,1604,800,787,596,208,220,518,235,20,0,18,0,8,0,415,70,591,0,53,0,54,166,196,9,4,30.8,30,58247,6312,2506,32,32,NA,0.18654106,281.0431361,284.6247775,0,0,0,0,0,0.5,0,2.5,0,5,0,0.166666667,0,0,0.833333333,0.166666667,0,0.833333333,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.26,9.781,94.697,0,0,0,0,0,0,0,37.966,0,0,0,13.601,0,0,303.26
BZ12082016,Belize,HRI,BZ1208,South Point Wreck Site,2016,17.1532,-87.5999,41161,Lighthouse reef,Lagoon,Lagoon,1,No,Fished,Fished,Fished,NA,NA,NA,NA,NA,NA,2.8,67.8,8.5,NA,NA,6.7,NA,NA,1.8,0,0,13.8,0.2,0,0.2,0,0.05,13696,5853,5846,5725,2118,3148,3294,3429,0,0,1,0,7,0,3424,139,4210,0,1126,0,2,3147,1636,4,0,17.6,15.4,58247,6312,2506,32,32,NA,0.18654106,281.0431361,269.9218419,0,0,0,0,0,0,0,6.666666667,0,0,0,0,0,0,0.833333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.49375,925.7575,40.635,0,0,0,0,0,0,0,20.92,573.43,0,0.04875,484.88875,35.67875,3.4225,1407.63125
BZ12102006,Belize,HRI,BZ1210,Turneffe,2006,17.3496,-87.9506,37477,Turneffe,Crest,Crest,1.3,Yes,Turneffe Atoll Marine Reserve,General Use Zone,Fished,2012,0,0,0,0,NA,8.2,50.5,0.9,2.3,2.5,0.2,2,0.2,0.8,2.9,2.3,25.9,0.52,0.5,0.02,0,0,570,383,232,158,29,40,59,43,0,0,52,0,160,0,85,0,172,0,0,0,0,40,60,0,1,62.7,60,168357,82619,23313,2506,540,67,NA,509.6526048,596.4005966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.532,28.528,7.058,0,0,0,0,0,0,0,39.87,0,0,0,29.49,5.888,0.913,26.864
BZ12112006,Belize,HRI,BZ1211,Lighthouse,2006,17.2841,-87.5202,37461,Lighthouse reef,Crest,Crest,1.2,No,Fished,Fished,Fished,NA,NA,NA,NA,NA,NA,5.8,55.8,30.8,4.9,150.1,28.7,5,142.6,2.1,3.5,7.5,4.6,0,0,0,0,0,4226,911,909,2011,1305,1496,1984,959,0,248,124,0,0,0,1283,112,723,0,0,0,1,1495,186,0,53,44.8,36,44977,3609,2484,102,28,51,NA,366.2409243,352.8893051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.991,47.326,56.938,0,0,0,0,0,0,0,0,0,0,0,256.621,0,63.67,113.699
BZ12132006,Belize,HRI,BZ1213,Turneffe,2006,17.3658,-87.797,37448,Turneffe,Crest,Crest,1,Yes,Turneffe Atoll Marine Reserve,General Use Zone,Fished,2012,0,0,0,0,NA,2.8,58.7,23.8,5.1,124,19.3,5.3,101.2,4.5,4.3,22.8,9.4,0.07,0,0.07,0,0,430,160,160,247,24,47,47,18,0,0,26,0,0,0,188,0,60,0,0,0,11,36,100,2,8,48.9,45.3,122038,48827,5201,2368,454,60,2.131044629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.523,38.853,20.334,0,0,0,0,0,0,0,0,0,0,17.201,0,0,6.925,11.853
