SurveyID,Country,Collector,Site Code,Site,Year,Lat,Lon,Date,Subregion,Habitat,Reef Zone,Depth,MPA,MPA Name,Zone Detail,Zone,Year Est,Year Man,MPA km2,% No Take,No Take km2,Enforcement,CCA,TA,M,MH,MI,FM,FMH,FMI,CM,CMH,CMI,LC,DT,DJ,DA,L,CO,T,H,HHRI,I,P,CSHRI,CS,DP,ANGE,BARR,BUTT,CHUB,DAMS,FILE,GRUN,JACK,PARR,PORC,PORG,SCOR,SEAB,SNAP,SURG,TRIG,WRAS,Ravg,Rmed,hii100km,hii75km,hii50km,hii25km,hii10km,Grav_tot,ReefArea10km,Chla.2003.2016,Chla,ACET,AMPH,BFMA,CAUL,CLAD,CMA,CODI,DICT,DSPH,FMA,GALA,GCMA,GELI,GFMA,HALI,HALM,HYPO,JANI,LAUR,LOBO,MA,MART,MICR,MUD,ND.HALI,PADI,PENI,RCMA,RFMA,RHIP,SARG,STYP,TURB,UDOT,VALO,WRAN,Acanthurus chirurgus,Acanthurus coeruleus,Acanthurus tractus,Centropyge argi,Kyphosus spp.,Melichthys niger,Scarus / Sparisoma,Scarus coelestinus,Scarus coeruleus,Scarus guacamaia,Scarus iseri,Scarus taeniopterus,Scarus vetula,Sparisoma atomarium,Sparisoma aurofrenatum,Sparisoma chrysopterum,Sparisoma rubripinne,Sparisoma viride
HNCYC0032016,Honduras,HRI,HNCYC003,Cayo Culebra,2016,15.954,-86.5193,41130,Cayos Cochinos,Fore reef,Fore reef,5,Yes,Archipielago Cayos Cochinos,Monumento Natural Marino,General Use Zone,2003,13,1208,13,157,Moderate,8,36.8,23.2,NA,NA,17.4,NA,NA,5.8,NA,NA,15,0.05,0.02,0.03,0.03,0,6018,4429,4018,1280,309,423,482,603,192,0,116,186,323,0,257,38,3680,0,93,0,146,278,338,0,371,88.6,88.75,334680,187262,65699,6106,10,123,35.78552405,626.4135101,594.9073334,0,0,0,0,0,0,0,15.83333333,0,0,0,0,0,0.166666667,5,0,0,0,0,1,0,0,0,0,0,0.333333333,0,0.833333333,0,0,0,0,0,0,0,0,48.714,66.258,88.066,0,111.876,0,0,0,0,0,91.228,201.777,7.505,0,603.044,28.543,182.398,1093.407
HNCYC0042006,Honduras,HRI,HNCYC004,Tariagagu,2006,15.9196,-86.5543,37416,Cayos Cochinos,Bank,Bank,12.9,Yes,Archipielago Cayos Cochinos,Monumento Natural Marino,General Use Zone,2003,3,1208,13,157,Moderate,1.4,45.2,34.2,3.5,147.2,32.1,5,143.7,2.1,1.7,3.6,12.6,0,0,0,0,0.01,15117,4691,4671,5577,4850,2773,6426,414,406,0,1692,0,1,2,2332,3147,4468,0,0,0,778,1995,203,0,93,59.3,55,352435,199227,74596,9959,NA,137,0.557756353,626.4135101,640.1670685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.47833333,81.04666667,22.01666667,0,0,0,0,0,0,0,248.6125,294.3516667,0,97.07416667,199.8933333,201.1633333,490.74,1148.895833
HNCYC0042010,Honduras,HRI,HNCYC004,Tariagagu,2010,15.9196,-86.5543,38960,Cayos Cochinos,Fore reef,Fore reef,10.9,Yes,Archipielago Cayos Cochinos,Monumento Natural Marino,General Use Zone,2003,7,1208,13,157,Moderate,2.9,11.5,24.3,NA,NA,23.2,NA,NA,1.1,0,0,9.8,0.01,0.01,0,0,0,3465,1960,1870,1177,328,554,495,550,414,0,46,0,15,16,139,0,1575,0,261,0,104,450,295,20,129,42.9,41.7,352435,199227,74596,9959,NA,137,0.557756353,626.4135101,677.893575,0,0,0,0,0,0,0,4.875,0,0,0.125,0,0,0,0.25,0.125,0,0.625,0,18.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.184444444,136.3438889,36.555,0,0,0,0,0,0,0,108.9688889,37.26055556,0,0.364444444,170.9216667,99.38444444,52.58944444,475.3311111
HNCYC0042014,Honduras,HRI,HNCYC004,Tariagagu,2014,15.9196,-86.5543,40454,Cayos Cochinos,Bank,Bank,11.8,Yes,Archipielago Cayos Cochinos,Monumento Natural Marino,General Use Zone,2003,11,1208,13,157,Moderate,1.5,13.3,52.6,1.6,80,50.7,1.5,74.6,1.9,1.4,5.3,13.7,0,0,0,0,0,10180,8117,8086,1435,628,900,813,853,128,0,75,0,70,0,148,12,4300,250,194,0,141,759,3786,0,316,53.3,52.85,352435,199227,74596,9959,NA,137,0.557756353,626.4135101,675.9914017,0,0,0,0,0,0,0,24.5,0,0,0,0,0,0,2.166666667,0,0,0,0,26.5,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,1607.465455,213.8727273,656.8936364,0,0,0,0,0,74.92636364,0,281.3263636,152.8536364,0,11.85,951.8745455,0,239.2809091,1102.593636
HNCYC0042016,Honduras,HRI,HNCYC004,Tariagagu,2016,15.9196,-86.5543,41130,Cayos Cochinos,Fore reef,Fore reef,11,Yes,Archipielago Cayos Cochinos,Monumento Natural Marino,General Use Zone,2003,13,1208,13,157,Moderate,1.5,28.3,40,NA,NA,32.7,NA,NA,7.3,NA,NA,14,0,0,0,0,0,4698,3296,3172,1282,120,168,117,396,302,0,122,0,340,0,286,0,2764,0,53,0,168,0,409,0,253,61.9,65.2,352435,199227,74596,9959,NA,137,31.22671504,626.4135101,594.9073334,0,0,0.166666667,0,0,0,0,14.33333333,0,0,0,0.166666667,0,0.333333333,6.833333333,0,0,0,0,17.33333333,0,0,0,0,0,0,0,0.333333333,0.833333333,0,0,0,0.333333333,0,0,0,65.466,117.288,62.534,0,0,0,0,0,0,0,143.598,208.529,0,2.624,542.693,28.543,22.386,709.753
HNCYC0052006,Honduras,HRI,HNCYC005,Voitague,2006,15.9195,-86.5476,37416,Cayos Cochinos,Patch,Patch,3.5,Yes,Archipielago Cayos Cochinos,Monumento Natural Marino,General Use Zone,2003,3,1208,13,157,Moderate,1.5,68,15.4,3.9,60.8,9.6,4.8,49.9,5.8,1.3,11,4.8,0.1,0.02,0.08,0,0,17880,10578,10169,7301,2,0,2152,1415,1837,0,57,0,0,0,5599,0,5273,0,0,0,0,0,4896,217,0,18.1,20.6,352561,199294,74962,9960,10,137,31.22671504,626.4135101,640.1670685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.07,1570.909091,1277.867273,0,0,0,0,0,0,0,217.6709091,27.18,0,262.0454545,111.8472727,153.5145455,0,2391.575455
HNCYC0052010,Honduras,HRI,HNCYC005,Voitague,2010,15.9195,-86.5476,38960,Cayos Cochinos,Bank,Bank,3.9,Yes,Archipielago Cayos Cochinos,Monumento Natural Marino,General Use Zone,2003,7,1208,13,157,Moderate,1.5,31.1,26.4,1.8,32.5,25.6,1.8,36.4,0.9,0.3,0.3,3.8,0.1,0.09,0.01,0,0,1238,889,871,342,7,0,5,289,0,0,55,0,16,2,78,0,387,0,0,0,0,0,484,0,216,18.7,20.25,352561,199294,74962,9960,10,137,31.22671504,626.4135101,677.893575,0,0,0,0,0,0,0,25.375,0,0.25,0,0,0,0,0.25,0,0,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.408125,32.4925,252.759375,0,0,0,0,0,0,0,112.67875,8.96125,0,2.085625,65.449375,0,24.225,18.9225
HNCYC0052014,Honduras,HRI,HNCYC005,Voitague,2014,15.9195,-86.5476,40454,Cayos Cochinos,Patch,Patch,2.9,Yes,Archipielago Cayos Cochinos,Monumento Natural Marino,General Use Zone,2003,11,1208,13,157,Moderate,4,18.2,56.2,1.4,75.4,56.2,1.4,75.4,0,0,0,7.2,0.25,0.05,0.2,0,0,4462,3903,3840,529,31,8,64,374,0,0,94,0,72,11,76,21,3730,0,112,0,8,0,110,0,229,26.1,26.5,352561,199294,74962,9960,10,137,0.379383234,626.4135101,675.9914017,0,0,0,0,0,0,0,54.25,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.435833333,34.19083333,31.01833333,0,0,0,0,0,0,0,96.66916667,85.31166667,0,0.546666667,328.9958333,204.325,300.4491667,1221.921667
HNCYC0052016,Honduras,HRI,HNCYC005,Voitague,2016,15.9195,-86.5476,41130,Cayos Cochinos,Bank,Bank,3,Yes,Archipielago Cayos Cochinos,Monumento Natural Marino,General Use Zone,2003,13,1208,13,157,Moderate,3.3,56.7,22,NA,NA,21.3,NA,NA,0.7,0,0,7.8,0.2,0.12,0.08,0,0,11173,10370,10323,780,23,9,8,592,22,0,81,0,44,38,63,0,7691,0,0,0,9,0,2632,0,592,31.6,27.65,352561,199294,74962,9960,10,137,0.379383234,626.4135101,594.9073334,0,0,0,0,0,0,0,18.33333333,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.833333333,0,0.166666667,0.166666667,0,0,1.833333333,0.166666667,0,0,0,61.451,1163.628,353.965,0,0,0,0,0,0,0,109.468,103.085,7.505,0,242.371,162.978,87.736,3901.645
HNCYC0062006,Honduras,HRI,HNCYC006,Cayo Cordero,2006,15.9595,-86.473,37417,Cayos Cochinos,Fore reef,Fore reef,3.8,Yes,Archipielago Cayos Cochinos,Monumento Natural Marino,General Use Zone,2003,3,1208,13,157,Moderate,6,46.6,15,2.6,49.2,9.6,2.7,34,5.3,2.3,15.2,16.4,0.07,0.04,0.03,0,0,9689,6259,5996,2856,574,857,921,233,1358,0,87,0,0,0,1360,23,4216,0,0,0,116,741,1780,0,8,86.2,81,331597,185616,66579,5702,10,123,35.78552405,626.2385634,613.9460526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,387.3158333,559.2408333,121.4683333,0,0,0,0,0,0,0,706.1133333,384.1741667,26.78083333,229.66,132.1866667,0,570.3275,480.15
HNCYC0062010,Honduras,HRI,HNCYC006,Cayo Cordero,2010,15.9595,-86.473,38958,Cayos Cochinos,Patch,Patch,3,Yes,Archipielago Cayos Cochinos,Monumento Natural Marino,General Use Zone,2003,7,1208,13,157,Moderate,2.6,29.3,29.4,2.4,55.7,25.9,2,51.3,3.6,0,0,8.3,0.04,0.03,0.01,0,0.01,4850,3371,3280,1251,227,223,395,638,160,0,57,0,84,5,417,87,3039,0,82,0,18,205,241,0,431,41.7,34.85,331597,185616,66579,5702,10,123,35.78552405,626.2385634,719.1527964,0,0.285714286,0,0,0,0,0,23.71428571,0.428571429,0.571428571,0.285714286,0,0,0,1.142857143,1.857142857,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,6.556071429,54.055,84.14535714,0,0,0,0,0,0,0,460.675,31.57714286,0,4.917857143,306.1732143,12.29678571,256.2728571,751.7375
HNCYC0062014,Honduras,HRI,HNCYC006,Cayo Cordero,2014,15.9595,-86.473,40455,Cayos Cochinos,Fore reef,Fore reef,2.6,Yes,Archipielago Cayos Cochinos,Monumento Natural Marino,General Use Zone,2003,11,1208,13,157,Moderate,2.7,16.5,54.2,2.5,153.6,38.5,2.3,101.6,15.8,3.4,52.1,14.3,0.02,0.02,0,0,0,4836,3374,3156,1199,262,368,480,525,181,0,95,0,226,38,226,29,2897,0,178,0,112,256,259,0,340,42.6,41.85,331597,185616,66579,5702,10,123,35.78552405,626.2385634,667.2845154,0,0,0,0,0,0,0,30.83333333,0,0,0.666666667,0,0,0.833333333,12.83333333,0,0,0.833333333,0,2.333333333,0,0,1.666666667,0,0,0,0,1.5,0,0,0.166666667,0.166666667,2.5,0,0,0,0.435833333,54.51416667,100.4783333,0,0,0,0,0,0,0,286.0066667,173.6625,0,0.015833333,268.1733333,0,597.1533333,413.0766667
HNCYC0062016,Honduras,HRI,HNCYC006,Cayo Cordero,2016,15.9595,-86.473,41130,Cayos Cochinos,Patch,Patch,4,Yes,Archipielago Cayos Cochinos,Monumento Natural Marino,General Use Zone,2003,13,1208,13,157,Moderate,4.2,33.3,37.3,NA,NA,25,NA,NA,12.3,NA,NA,11.5,0,0,0,0,0.02,3822,2326,2096,1245,252,224,397,540,91,0,53,0,310,134,433,112,1729,0,53,0,44,180,366,0,316,65.9,64.6,331597,185616,66579,5702,10,123,35.78552405,626.2385634,643.0794551,0,0,0,0,0,0,0,10.5,0,0,0,0,0,3.5,8.333333333,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,3.166666667,0,0.833333333,0,0,0,27.587,105.227,86.94,0,0,0,0,0,0,0,192.139,216.12,32.137,0,224.41,0,0,372.834
HNCYC0072006,Honduras,HRI,HNCYC007,Atkins Bight,2006,15.9665,-86.4797,37417,Cayos Cochinos,Patch,Patch,3.9,Yes,Archipielago Cayos Cochinos,Monumento Natural Marino,General Use Zone,2003,3,1208,13,157,Moderate,1,66.3,14,3.2,48.8,11.5,3.4,43.8,2.5,1.8,5,11.2,0.01,0.01,0,0,0,5286,4413,4368,636,237,112,534,134,0,0,78,34,12,0,506,175,3757,0,0,0,17,95,611,0,0,57.2,56,328036,183064,64116,4918,10,101,50.03589729,626.2385634,613.9460526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.435833333,203.7808333,162.5575,0,20.11916667,0,0,0,0,0,340.3308333,444.27,0,30.42333333,160.9775,804.6525,281.9266667,191.4825
HNCYC0072010,Honduras,HRI,HNCYC007,Atkins Bight,2010,15.9665,-86.4797,38958,Cayos Cochinos,Lagoon,Lagoon,3.8,Yes,Archipielago Cayos Cochinos,Monumento Natural Marino,General Use Zone,2003,7,1208,13,157,Moderate,6.2,23.1,32.9,2.1,53.7,28.8,2.2,64,4.1,2,8.7,16,0.11,0.08,0.04,0,0,10430,8896,8871,1249,285,358,825,428,82,0,112,0,24,1,715,105,8251,0,121,0,30,328,620,0,37,54.5,52.5,328036,183064,64116,4918,10,101,2.46558178,626.2385634,719.1527964,0,0,0,0,0,0.25,0,26.375,1.125,0,0.125,0,0,0,2,1.625,0,0.125,0,1.125,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,20.07625,208.41,143.7245833,0,0,0,0,0,0,0,1303.700833,81.36916667,35.20208333,0,283.3741667,444.9191667,1135.920833,1666.125417
HNCYC0072016,Honduras,HRI,HNCYC007,Atkins Bight,2016,15.9665,-86.4797,41129,Cayos Cochinos,Patch,Patch,2,Yes,Archipielago Cayos Cochinos,Monumento Natural Marino,General Use Zone,2003,13,1208,13,157,Moderate,6.7,45.8,23.3,NA,NA,13.5,NA,NA,9.8,NA,NA,19,0.02,0.02,0,0,0,10669,6963,6658,2908,798,974,1486,1550,383,0,253,186,99,0,1581,140,6108,0,133,0,155,819,550,0,262,47.7,34.95,328036,183064,64116,4918,10,101,58.09314117,626.2385634,643.0794551,0,0,0,0,0,0,0,9.833333333,0,0,0,0,0,0.333333333,4.666666667,0,0,0,0,3.333333333,0,0,0,0,0,0,0,5.166666667,0,0,0,0,0,0,0,0,10.826,200.118,118.852,0,111.876,0,0,0,0,0,292.069,431.133,0,9.717,817.767,546.019,239.142,1329.309
HNCYC0082006,Honduras,HRI,HNCYC008,Cayo Mayor,2006,15.9638,-86.4761,37417,Cayos Cochinos,Patch,Patch,2.4,Yes,Archipielago Cayos Cochinos,Monumento Natural Marino,General Use Zone,2003,3,1208,13,157,Moderate,1.2,62,12.1,2.6,35.6,8.1,1.9,15.8,4,3.7,19.8,16.8,0.03,0.03,0,0,0,10841,6359,6281,2173,2308,1983,3368,933,187,0,4,0,65,0,1231,1091,5309,0,0,0,117,1866,972,0,0,82.7,81.5,329213,184006,64965,5172,10,123,35.78552405,626.2385634,613.9460526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.91222222,380.0977778,168.1866667,0,0,0,0,0,0,7.613333333,1174.975556,494.0633333,0,10.79666667,68.03111111,362.1733333,556.8344444,510.62
HNCYC0082010,Honduras,HRI,HNCYC008,Cayo Mayor,2010,15.9638,-86.4761,38959,Cayos Cochinos,Patch,Patch,2.1,Yes,Archipielago Cayos Cochinos,Monumento Natural Marino,General Use Zone,2003,7,1208,13,157,Moderate,3.1,45.9,15.2,1.8,28.7,10.7,1.4,16,4.6,2.6,11.9,14.1,0.1,0.09,0.01,0,0,7049,4374,4262,1878,797,1091,1370,886,9,0,65,0,117,0,964,126,4077,0,112,0,1,1090,185,0,304,36.5,34.6,329213,184006,64965,5172,10,123,35.78552405,626.2385634,719.1527964,0,0.625,0,0,0,0.875,0,10.125,0,0.125,0.875,0,0,0,1.125,1,0,0.125,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,46.26722222,48.1,28.88,0,0,0,0,0,0,137.5072222,561.485,107.5905556,0,12.61944444,299.7694444,19.12833333,945.4338889,634.4416667
HNCYC0082016,Honduras,HRI,HNCYC008,Cayo Mayor,2016,15.9638,-86.4761,41131,Cayos Cochinos,Shore,Fringing,4,Yes,Archipielago Cayos Cochinos,Monumento Natural Marino,General Use Zone,2003,13,1208,13,157,Moderate,2.7,46.3,25.3,NA,NA,18.2,NA,NA,7.2,NA,NA,10.5,0.03,0.03,0,0,0.02,7432,5426,5299,1653,354,413,878,833,187,0,0,0,176,0,1063,94,5075,0,0,2,141,272,224,0,199,58.6,57.1,329213,184006,64965,5172,10,123,35.78552405,626.2385634,643.0794551,0,0,0,0.166666667,0,0,0,11.83333333,0,0,1.5,0,0,0.666666667,3.5,0,0,0,0,1.833333333,0,0,0,0,0,0,0,2.166666667,2.5,0,0,0,1.166666667,0,0,0,21.651,26.359,86.342,0,0,0,0,0,0,0,254.144,142.027,32.137,0,406.843,546.019,829.23,834.695
HNCYC0092010,Honduras,HRI,HNCYC009,Lion's Paw / Pelican 4,2010,15.9811,-86.4786,38958,Cayos Cochinos,Fore reef,Fore reef,6.5,Yes,Archipielago Cayos Cochinos,Monumento Natural Marino,General Use Zone,2003,7,1208,13,157,Moderate,7.8,27.4,29.8,1.8,50.2,26,1.7,41.9,3.8,2.3,12.2,18.2,0.09,0.08,0.01,0.01,0.01,8064,5992,5816,1174,898,1356,1444,370,53,0,58,13,169,7,337,58,4236,0,56,0,41,1315,1580,10,132,72.5,66.7,320624,177744,60168,3168,10,NA,58.09314117,626.2385634,719.1527964,0,0.375,0,0,0,0.25,0,23.75,0.125,0,0.375,0,0,0,1.625,0.625,0,0.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,96.81222222,734.9530556,116.5094444,0,7.769166667,0,0,0,0,65.65888889,148.8866667,80.15027778,32.395,4.611666667,533.8336111,172.9330556,218.6608333,1284.568056
HNCYC0092014,Honduras,HRI,HNCYC009,Lion's Paw / Pelican 4,2014,15.9811,-86.4786,40455,Cayos Cochinos,Fore reef,Fore reef,4.3,Yes,Archipielago Cayos Cochinos,Monumento Natural Marino,General Use Zone,2003,11,1208,13,157,Moderate,6.8,24.2,24.2,2.1,52.2,20.7,1.8,36.2,3.5,2,12,33.8,0.05,0,0.05,0,0,10342,6099,4780,2019,2223,3316,3322,450,228,0,113,1115,201,21,281,21,3308,0,56,0,130,3186,1472,0,208,73.4,79,320624,177744,60168,3168,10,NA,50.03589729,626.2385634,667.2845154,0,0,0,0,0,0,0,19.5,0,0,0.833333333,0,0,0,2.333333333,0,0,0.333333333,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0.166666667,0,0,0,26.18416667,715.0316667,142.1358333,0,669.0658333,0,0,0,0,0,103.1441667,81.60916667,0,0.015833333,500.5991667,23.78583333,146.2275,1129.465
HNCYC0092016,Honduras,HRI,HNCYC009,Lion's Paw / Pelican 4,2016,15.9811,-86.4786,41131,Cayos Cochinos,Fore reef,Fore reef,6,Yes,Archipielago Cayos Cochinos,Monumento Natural Marino,General Use Zone,2003,13,1208,13,157,Moderate,6.8,32,22.5,NA,NA,19.5,NA,NA,3,0,0,21.5,0,0,0,0,0,7750,5761,5527,1519,470,742,852,540,208,0,198,0,229,26,445,0,4751,0,66,0,241,500,776,0,309,93.8,73.15,320624,177744,60168,3168,10,NA,50.03589729,626.2385634,643.0794551,0,0,0,0,0,0,0,10.16666667,0,0,1.166666667,0,0,0.333333333,1.666666667,0,0,0.166666667,0,3.166666667,0,0,0,0,0,2.833333333,0,0.166666667,1.5,0,0.333333333,0.5,0.5,0,0,0,86.069,271.185,108.292,0,0,0,0,0,0,0,107.78,134.266,0,0,354.028,929.062,333.804,991.796
HNCYCZA0012012,Honduras,HRI,HNCYCZA001,Bajo Malaca,2012,15.9178,-86.3876,39562,Cayos Cochinos,Fore reef,Fore reef,8.8,Yes,Archipielago Cayos Cochinos,Monumento Natural Marino,General Use Zone,2003,9,1208,13,157,Moderate,9.5,8.2,26.2,2.3,62.3,19.9,1.9,39.1,6.4,4.1,23.2,45.8,0,0,0,0,0,3410,2673,2588,731,6,0,16,487,148,0,48,0,65,46,144,0,2055,273,36,0,0,0,533,15,48,39.3,35.4,351225,201001,83935,12113,NA,125,31.22671504,578.7313822,448.4005127,0,0,0,0,0,0.75,0,13.25,0,0.75,0,0,0,0,4.75,0,0,1,0,2.5,0,0,1,0,0,0,0,0,0,0,2.25,0,0,0,0,0,28.56454545,121.8454545,169.1972727,0,0,0,0,0,0,0,108.3590909,593.62,0,18.86,88.57545455,25.94818182,0,397.7954545
HNCYCZA0022012,Honduras,HRI,HNCYCZA002,Bajo Bululo,2012,15.8715,-86.3677,39562,Cayos Cochinos,Fore reef,Fore reef,7.8,Yes,Archipielago Cayos Cochinos,Monumento Natural Marino,General Use Zone,2003,9,1208,13,157,Moderate,10.2,22.4,19.4,2.4,46,12.5,2.2,25.4,6.9,2.7,20.7,27.2,0.74,0,0.74,0,0,2994,1303,989,1642,50,47,90,404,1241,0,0,0,95,0,600,0,676,0,0,0,47,0,313,0,23,28.3,25,375873,216645,98004,18574,332,102,NA,815.786785,624.2812119,0,0,0,1,0,0.2,0,8.2,0,0.2,0,0,0,0,5.6,0.6,0,0.8,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,141.495,46.255,0,0,0,0,0,0,0,8.86,74.7425,0,0,43.085,0,0,278.555
HNCYCZA0032012,Honduras,HRI,HNCYCZA003,Roatan Banks 1,2012,16.0645,-86.4983,39563,Cayos Cochinos,Bank,Bank,12.1,Yes,Archipielago Cayos Cochinos,Monumento Natural Marino,General Use Zone,2003,9,1208,13,157,Moderate,7.8,22.1,25.1,1.4,27.2,21.6,1.1,19.4,3.5,2.2,7.8,30.8,0,0,0,0,0,13456,7192,5789,3318,2946,2809,3995,1254,672,90,146,0,213,197,131,231,4802,0,119,541,1380,1429,987,2369,135,86.5,76.7,281371,143770,39941,10,10,101,0.47265282,446.4915588,385.4224345,0,0,0,0,0,0.75,0,10.5,0,0.75,0,0,0,0,2,0.25,0,1,0,9.75,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,422.0038462,169.9153846,0,0,834.5546154,0,0,0,0,149.4661538,367.2707692,378.2269231,0,388.6292308,84.64,67.48923077,1445.56
HNCYCZA0032014,Honduras,HRI,HNCYCZA003,Roatan Banks 1,2014,16.0645,-86.4983,40448,Cayos Cochinos,Fore reef,Fore reef,12.8,Yes,Archipielago Cayos Cochinos,Monumento Natural Marino,General Use Zone,2003,11,1208,13,157,Moderate,24.5,20.3,16.8,2.1,22.9,12.7,1.9,18.9,4.2,4,4,26.7,0,0,0,0,0,31311,13301,8045,4801,13209,5542,6330,1445,1247,8390,120,2596,182,0,40,831,6272,991,0,0,1678,3864,1773,2913,414,69.8,68.35,281371,143770,39941,10,10,101,0.016297853,446.4915588,470.4119898,0,0,0,0,0,0,0,8.833333333,0,0,0.166666667,0,0,0,4,0,0,0,0,3.666666667,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,314.2133333,585.6811111,282.2211111,0,1730.795556,1941.87,0,0,0,0,209.2466667,523.3844444,255.31,0,1624.712222,271.63,0,1296.702222
HNCYCZA0032016,Honduras,HRI,HNCYCZA003,Roatan Banks 1,2016,16.0645,-86.4983,41131,Cayos Cochinos,Bank,Bank,13,Yes,Archipielago Cayos Cochinos,Monumento Natural Marino,General Use Zone,2003,13,1208,13,157,Moderate,11.8,15.8,29.3,NA,NA,23.2,NA,NA,6.2,NA,NA,29,0,0,0,0,0,26717,9475,7017,4269,12973,1820,7809,1597,903,7205,264,646,234,256,100,4761,5333,0,13,0,1161,660,1684,3291,205,99,93.9,281371,143770,39941,10,10,101,0.016297853,446.4915588,432.090711,0,0,0,0,0,0,0,5.833333333,0,0,0,0,0,0,6,0,0,0,0,5.5,0,0,0,0,0,0,0,0.166666667,0.166666667,0,0,0,11.66666667,0,0,0,155.896,780.44,74.007,0,387.455,1147.323,0,0,82.419,6.852,83.348,345.836,835.784,0,693.962,29.438,0,1122.461
HNCYCZA0042012,Honduras,HRI,HNCYCZA004,Roatan Banks 2,2012,16.0643,-86.4791,39563,Cayos Cochinos,Bank,Bank,11.9,Yes,Archipielago Cayos Cochinos,Monumento Natural Marino,General Use Zone,2003,9,1208,13,157,Moderate,16.1,19.4,6.2,2.4,16.8,2.5,1,3.6,3.5,3.3,12.7,51.2,0.03,0.03,0,0,0,33552,15906,10176,5590,12056,15348,15552,318,90,407,30,0,64,0,0,204,9140,0,266,0,9902,5446,1036,6915,52,79.2,79.15,281324,145388,40538,10,10,101,20.2011537,446.4915588,385.4224345,0,0,0,0,0,1.5,0,1.75,0,0.25,0,0,0,0,0.75,1,0,0.75,0,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486.28,135.62,0,0,4148.97,0,0,0,0,335.18,60.76,0,3.375,615.16,0,0,4469.535
HNCYCZA0042014,Honduras,HRI,HNCYCZA004,Roatan Banks 2,2014,16.0643,-86.4791,40448,Cayos Cochinos,Bank,Bank,14.1,Yes,Archipielago Cayos Cochinos,Monumento Natural Marino,General Use Zone,2003,11,1208,13,157,Moderate,23.6,24.9,20.1,1.5,17.5,16.7,1.5,17.5,3.4,0,0,21.1,0,0,0,0,0,34685,20552,10560,5579,8554,1848,9079,1342,759,576,255,0,70,26,0,7023,8619,0,269,113,1848,0,1941,12790,381,73.8,74.75,281324,145388,40538,10,10,101,20.2011537,446.4915588,470.4119898,0,0.428571429,0,0,0,0,0,9.857142857,0,0,0.142857143,0,0,0,2.857142857,0,0,0.142857143,0,6.714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.501,953.927,99.874,0,0,7268.885,0,0,0,0,259.676,696.164,326.19,0,966.876,81.489,0,2841.21
